Code,Digit,Name_EN,Name_KO,Name_JA,Reg,Type,Typo,Pendulum,Staple,Arch,Usage,Possible
7541,25771826,Ally of Justice Garadholg,A·O·J 갈라드홀그,A・O・J ガラドホルグ,,메인,효과,FALSE,전용,AOJ,0,TRUE
7542,52265835,Ally of Justice Rudra,A·O·J 루드라,A・O・J ルドラ,,메인,효과,FALSE,전용,AOJ,0,TRUE
7543,88650530,Worm Apocalypse,웜 어포컬립스,ワーム・アポカリプス,,메인,효과,FALSE,전용,웜,0,TRUE
7544,15658249,Worm Barses,웜 발사스,ワーム・バルサス,,메인,효과,FALSE,전용,웜,0,TRUE
7545,51043243,Worm Cartaros,웜 카르타로스,ワーム・カルタロス,,메인,효과,FALSE,전용,웜,0,TRUE
7546,88438982,Worm Dimikles,웜 디미클레스,ワーム・ディミクレス,,메인,효과,FALSE,전용,웜,0,TRUE
7547,14936691,Worm Erokin,웜 이로킨,ワーム・イーロキン,,메인,효과,FALSE,전용,웜,0,TRUE
7548,50321796,"Brionac, Dragon of the Ice Barrier",빙결계의 용 브류나크,氷結界の龍 ブリューナク,,엑스트라,싱크로,FALSE,준범용,빙결계,1,TRUE
7549,27315304,Mist Wurm,미스트 우옴,ミスト・ウォーム,,엑스트라,싱크로,FALSE,전용,안개 골짜기,0,TRUE
7550,53714009,Flamvell Uruquizas,플레임벨 울키사스,フレムベル・ウルキサス,,엑스트라,싱크로,FALSE,전용,플레임벨,0,TRUE
7551,80108118,X-Saber Urbellum,X－세이버 울벨룸,X－セイバー ウルベルム,,엑스트라,싱크로,FALSE,전용,X-세이버,0,TRUE
7552,26593852,Ally of Justice Catastor,A·O·J 카타스톨,A・O・J カタストル,,엑스트라,싱크로,FALSE,전용,AOJ,0,TRUE
7553,52098461,Wrath of Neos,래스 오브 네오스,ラス・オブ・ネオス,,메인,마법,FALSE,전용,네오스,0,TRUE
7554,89086566,Detonate,기뢰화,機雷化,,메인,마법,FALSE,,,0,FALSE
7555,15471265,Berserker Crush,마력의 광대 크러시,バーサーカークラッシュ,,메인,마법,FALSE,,,0,FALSE
7556,52875873,Evolution Burst,에볼루션 버스트,エヴォリューション・バースト,,메인,마법,FALSE,전용,사이버 드래곤,0,TRUE
7557,88264978,Red-Eyes Darkness Metal Dragon,붉은 눈의 암흑 메탈 드래곤,レッドアイズ・ダークネスメタルドラゴン,,메인,효과,FALSE,전용,흑룡,6,TRUE
7557,88264979,Red-Eyes Darkness Metal Dragon,붉은 눈의 암흑 메탈 드래곤,レッドアイズ・ダークネスメタルドラゴン,,메인,효과,FALSE,전용,흑룡,6,TRUE
7558,14258627,Gaia Plate the Earth Giant,지구거인 가이아 플레이트,地球巨人 ガイア・プレート,,메인,효과,FALSE,,땅,2,TRUE
7559,41753322,Sauropod Brachion,용각수 브라키온,竜脚獣ブラキオン,,메인,효과,FALSE,,,0,FALSE
7560,87148330,"Tethys, Goddess of Light",광신 테튜스,光神テテュス,,메인,효과,FALSE,,,0,TRUE
7561,14536035,Dark Grepher,다크 그레퍼,ダーク・グレファー,,메인,효과,FALSE,준범용,범용,15,TRUE
7562,40921744,Darklord Zerato,타락천사 제라토,堕天使ゼラート,,메인,효과,FALSE,전용,타락천사,0,TRUE
7563,76925842,Darknight Parshath,다크 파샤스,ダーク・パーシアス,,메인,효과,FALSE,전용,천공의성역,0,FALSE
7564,13314457,Deepsea Macrotrema,심해의 왕뱀장어,深海の大ウナギ,,메인,효과,FALSE,전용,심해의,0,TRUE
7565,49808196,Metabo Globster,메타보 서커,メタボ・サッカー,,메인,효과,FALSE,,,0,FALSE
7566,76203291,Golden Flying Fish,금빛의 날치,光鱗のトビウオ,,메인,효과,FALSE,,,0,FALSE
7567,12298909,Prime Material Dragon,머티리얼 드래곤,マテリアルドラゴン,,메인,효과,FALSE,,,0,TRUE
7568,48686504,Lonefire Blossom,론 파이어 블로섬,ローンファイア・ブロッサム,,메인,효과,FALSE,준범용,범용,68,TRUE
7569,75081613,"Aztekipede, the Worm Warrior",자이언트 웜,ジャイアントワーム,,메인,효과,FALSE,,,0,TRUE
7570,1475311,Allure of Darkness,어둠의 유혹,闇の誘惑,,메인,마법,FALSE,준범용,범용,292,TRUE
7571,48964966,Athena,아테나,アテナ,,메인,효과,FALSE,,,0,TRUE
7572,74968065,Hecatrice,헤카테리스,ヘカテリス,,메인,효과,FALSE,,,0,FALSE
7573,1353770,"Valhalla, Hall of the Fallen",신의 거성－발할라,神の居城－ヴァルハラ,,메인,마법,FALSE,,,0,TRUE
7574,37742478,Honest,어니스트,オネスト,,메인,효과,FALSE,전용,,4,TRUE
7575,73146473,Cross Porter,크로스 포터,クロス・ポーター,,메인,효과,FALSE,,,0,FALSE
7576,131182,Miracle Flipper,미러클 플리퍼,ミラクル・フリッパー,,메인,효과,FALSE,,,0,FALSE
7577,36625827,Destiny HERO - Dread Servant,데스티니 히어로 드레드 서번트,D-HERO ドレッドサーヴァント,,메인,효과,FALSE,전용,히어로,0,FALSE
7578,63014935,Volcanic Queen,볼캐닉 퀸,ヴォルカニック・クイーン,,메인,효과,FALSE,전용,볼캐닉,31,TRUE
7579,9418534,Jinzo - Returner,인조인간－사이코 리터너,人造人間－サイコ・リターナー,,메인,효과,FALSE,전용,인조인간,0,TRUE
7580,35803249,Jinzo - Lord,인조인간－사이코 로드,人造人間－サイコ・ロード,,메인,효과,FALSE,전용,인조인간,0,TRUE
7581,62892347,Arcana Force 0 - The Fool,아르카나 포스 0－더 풀,アルカナフォース０－THE FOOL,,메인,효과,FALSE,전용,아르카나,0,TRUE
7582,8396952,Arcana Force I - The Magician,아르카나 포스 Ⅰ－더 매지션,アルカナフォースⅠ－THE MAGICIAN,,메인,효과,FALSE,전용,아르카나,0,FALSE
7583,35781051,Arcana Force III - The Empress,아르카나 포스 Ⅲ－디 임프레스,アルカナフォースⅢ－THE EMPRESS,,메인,효과,FALSE,전용,아르카나,0,FALSE
7584,61175706,Arcana Force IV - The Emperor,아르카나 포스 Ⅳ－디 엠페러,アルカナフォースⅣ－THE EMPEROR,,메인,효과,FALSE,전용,아르카나,0,FALSE
7585,97574404,Arcana Force VI - The Lovers,아르카나 포스 Ⅵ－더 러버즈,アルカナフォースⅥ－THE LOVERS,,메인,효과,FALSE,전용,아르카나,0,FALSE
7586,34568403,Arcana Force VII - The Chariot,아르카나 포스 Ⅶ－더 채리어트,アルカナフォースⅦ－THE CHARIOT,,메인,효과,FALSE,전용,아르카나,0,FALSE
7587,60953118,Arcana Force XIV - Temperance,아르카나 포스 ⅩⅣ－템퍼런스,アルカナフォースⅩⅣ－TEMPERANCE,,메인,효과,FALSE,전용,아르카나,0,TRUE
7588,97452817,Arcana Force XVIII - The Moon,아르카나 포스 ⅩⅧ－더 문,アルカナフォースⅩⅧ－THE MOON,,메인,효과,FALSE,전용,아르카나,0,FALSE
7589,23846921,Arcana Force XXI - The World,아르카나 포스 ⅩⅩⅠ－더 월드,アルカナフォースⅩⅩⅠ－THE WORLD,,메인,효과,FALSE,전용,아르카나,0,TRUE
7590,69831560,Arcana Force EX - The Dark Ruler,아르카나 포스 EX－어둠의 통치자,アルカナフォースEX－THE DARK RULER,,메인,효과,FALSE,전용,아르카나,0,FALSE
7591,96235275,"Jain, Lightsworn Paladin",라이트로드 파라딘 제인,ライトロード・パラディン ジェイン,,메인,효과,FALSE,전용,라이트로드,0,TRUE
7592,22624373,"Lyla, Lightsworn Sorceress",라이트로드 매지션 라일라,ライトロード・マジシャン ライラ,,메인,효과,FALSE,전용,라이트로드,0,TRUE
7593,59019082,"Garoth, Lightsworn Warrior",라이트로드 워리어 가로스,ライトロード・ウォリアー ガロス,,메인,효과,FALSE,전용,라이트로드,0,TRUE
7594,95503687,"Lumina, Lightsworn Summoner",라이트로드 서머너 루미나스,ライトロード・サモナー ルミナス,,메인,효과,FALSE,전용,라이트로드,18,TRUE
7595,21502796,"Ryko, Lightsworn Hunter",라이트로드 헌터 라이코,ライトロード・ハンター ライコウ,,메인,효과,FALSE,전용,라이트로드,0,TRUE
7596,58996430,"Wulf, Lightsworn Beast",라이트로드 비스트 울프,ライトロード・ビースト ウォルフ,,메인,효과,FALSE,전용,라이트로드,23,TRUE
7597,94381039,"Celestia, Lightsworn Angel",라이트로드 엔젤 케루빔,ライトロード・エンジェル ケルビム,,메인,효과,FALSE,전용,라이트로드,0,TRUE
7598,21785144,"Gragonith, Lightsworn Dragon",라이트로드 드래곤 그라고니스,ライトロード・ドラゴン グラゴニス,,메인,효과,FALSE,전용,라이트로드,0,TRUE
7599,57774843,Judgment Dragon,저지먼트 드래곤,裁きの龍,,메인,효과,FALSE,전용,라이트로드,0,TRUE
7600,83269557,Dark Valkyria,다크 발키리어,ダーク・ヴァルキリア,,메인,효과,FALSE,전용,다크,0,TRUE
7601,20663556,Substitoad,교체 깨구리,イレカエル,금지,메인,효과,FALSE,준범용,,0,FALSE
7602,56052205,Unifrog,뿔 개구리,貫ガエル,,메인,효과,FALSE,전용,개구리,0,FALSE
7603,83446909,Batteryman Charger,충전지맨,充電池メン,,메인,효과,FALSE,,,0,FALSE
7604,19441018,Batteryman Industrial Strength,전지맨－업무용,電池メン－業務用,,메인,효과,FALSE,전용,전지맨,0,TRUE
7605,56839613,Batteryman Micro-Cell,전지맨－버튼형,電池メン－ボタン型,,메인,효과,FALSE,전용,전지맨,0,TRUE
7606,82324312,Goblin Recon Squad,고블린 정찰 부대,ゴブリン偵察部隊,,메인,효과,FALSE,,,0,FALSE
7607,14729426,"Interplanetary Invader ""A""",혹성에서 온 물체A,惑星からの物体A,,메인,효과,FALSE,전용,에일리언,0,FALSE
7608,41113025,Diskblade Rider,디스크라이더,ディスクライダー,,메인,효과,FALSE,,,0,FALSE
7609,87102774,Golden Ladybug,골든 레이디버그,黄金の天道虫,,메인,효과,FALSE,,,0,FALSE
7610,14506878,DUCKER Mobile Cannon,더커,ダッカー,,메인,효과,FALSE,,,0,FALSE
7611,40991587,The Lady in Wight,저주받은 하인 부인,ワイト夫人,,메인,효과,FALSE,전용,하인,3,TRUE
7612,86489182,"Simorgh, Bird of Ancestry",시조신조 시무르그,始祖神鳥シムルグ,,메인,효과,FALSE,준범용,시무르그,0,TRUE
7613,13474291,Cloudian - Storm Dragon,운마물－스톰 드래곤,雲魔物－ストーム・ドラゴン,,메인,효과,FALSE,전용,운마물,0,FALSE
7614,49879995,Phantom Dragon,팬텀 드래곤,ファントム・ドラゴン,,메인,효과,FALSE,,,0,FALSE
7615,76263644,Destiny End Dragoon,드라군 D－엔드,Dragoon D-END,,엑스트라,융합,FALSE,전용,히어로,1,TRUE
7616,12652643,Ultimate Ancient Gear Golem,앤틱 기어 얼티미트 골렘,古代の機械究極巨人,,엑스트라,융합,FALSE,전용,앤틱기어,0,TRUE
7617,48156348,Gladiator Beast Gyzarus,검투수 가이재러스,剣闘獣ガイザレス,,엑스트라,융합,FALSE,전용,검투수,0,TRUE
7618,75141056,Hero Mask,히어로 마스크,ヒーロー・マスク,,메인,마법,FALSE,전용,히어로,0,TRUE
7619,1539051,Space Gift,스페이시어 기프트,スペーシア・ギフト,,메인,마법,FALSE,전용,네오스,0,TRUE
7620,48934760,Demise of the Land,종언의 땅,終焉の地,,메인,마법,FALSE,,,0,TRUE
7621,74329404,D - Formation,D－포메이션,D－フォーメーション,,메인,마법,FALSE,전용,히어로,0,FALSE
7622,313513,Spell Gear,매직 기어,魔法の歯車,,메인,마법,FALSE,전용,앤틱기어,0,TRUE
7623,37812118,Cup of Ace,컵 오브 에이스,カップ・オブ・エース,,메인,마법,FALSE,,,0,FALSE
7624,73206827,Light Barrier,빛의 결계,光の結界,,메인,마법,FALSE,전용,아르카나,0,TRUE
7625,691925,Solar Recharge,솔라 익스체인지,ソーラー・エクスチェンジ,,메인,마법,FALSE,전용,라이트로드,23,TRUE
7626,36099620,Realm of Light,저스티스 월드,ジャスティス・ワールド,,메인,마법,FALSE,전용,라이트로드,0,TRUE
7627,2084239,Wetlands,습지초원,湿地草原,,메인,마법,FALSE,,,0,FALSE
7628,49479374,Quick Charger,급속충전기,急速充電器,,메인,마법,FALSE,,,0,FALSE
7629,75967082,Short Circuit,누전,漏電,,메인,마법,FALSE,,,0,FALSE
7630,2362787,Light of Redemption,구원광,救援光,,메인,마법,FALSE,,,0,FALSE
7631,48356796,Mystical Cards of Light,섬광의 패,閃光の宝札,,메인,마법,FALSE,,,0,FALSE
7632,74741494,Level Tuning,능력조정,能力調整,,메인,마법,FALSE,,,0,FALSE
7633,1149109,Deck Lockdown,덱 로크,デッキロック,,메인,마법,FALSE,준범용,범용,2,TRUE
7634,37534148,Ribbon of Rebirth,리본리본,リボーンリボン,,메인,마법,FALSE,,,0,FALSE
7635,74029853,Golden Bamboo Sword,황금빛 죽도,黄金色の竹光,,메인,마법,FALSE,전용,범용,14,TRUE
7636,27551,Limit Reverse,리미트 리버스,リミット・リバース,,메인,함정,FALSE,,,0,FALSE
7637,37412656,Hero Blast,히어로 블래스트,ヒーロー・ブラスト,,메인,함정,FALSE,전용,히어로,0,TRUE
7638,63806265,Rainbow Gravity,무지개의 인력,虹の引力,,메인,함정,FALSE,전용,보옥수,0,TRUE
7639,9201964,D - Fortune,D－포춘,D－フォーチュン,,메인,함정,FALSE,전용,히어로,0,FALSE
7640,36690018,Reversal of Fate,역전하는 운명,逆転する運命,,메인,함정,FALSE,전용,아르카나,0,FALSE
7641,62784717,Tour of Doom,사신의 순유,死神の巡遊,,메인,함정,FALSE,전용,아르카나,0,FALSE
7642,99189322,Arcana Call,아르카나 콜,アルカナコール,,메인,함정,FALSE,전용,아르카나,0,FALSE
7643,35577420,Light Spiral,라이트 리사일렌스,ライト・リサイレンス,,메인,함정,FALSE,전용,라이트로드,0,FALSE
7644,61962135,Glorious Illusion,섬광의 일루전,閃光のイリュージョン,,메인,함정,FALSE,전용,라이트로드,0,TRUE
7645,98956134,Destruction Jammer,디스트럭션 재머,デストラクション・ジャマー,,메인,함정,FALSE,,,0,FALSE
7646,34351849,Froggy Forcefield,프로그 베리어,フロッグ・バリア,,메인,함정,FALSE,,,0,FALSE
7647,61840587,Portable Battery Pack,휴대형 배터리,携帯型バッテリー,,메인,함정,FALSE,,,0,FALSE
7648,97234686,Gladiator Lash,그래디얼 체인지,グラディアル・チェンジ,,메인,함정,FALSE,전용,검투수,0,FALSE
7649,23639291,Raging Cloudian,어그레시브 클라우디언,アグレッシブ・クラウディアン,,메인,함정,FALSE,전용,운마물,0,FALSE
7650,60627999,Sanguine Swamp,희생의 늪지,血の沼地,,메인,함정,FALSE,,,0,FALSE
7651,96012004,Lucky Chance,럭키 찬스!,ラッキー・チャンス！,,메인,함정,FALSE,,,0,FALSE
7652,23516703,Summon Limit,서몬 리미터,サモンリミッター,,메인,함정,FALSE,범용,범용,258,TRUE
7653,59905358,Dice Try!,다이스 임팩트,ダイスインパクト,,메인,함정,FALSE,,,0,FALSE
7654,95990456,Onmoraki,음마나귀,陰魔羅鬼,,메인,효과,FALSE,,,0,FALSE
7658,21672573,Emperor Sem,엠페러 스토움,エンペラー・ストゥム,,메인,효과,FALSE,,,0,FALSE
7659,57666212,Kuraz the Light Monarch,빛의 제왕 크라이스,光帝クライス,,메인,효과,FALSE,전용,제왕,0,TRUE
7660,84055227,Maiden of Macabre,게이샤 도우,ゲイシャドウ,,메인,효과,FALSE,,,0,FALSE
7661,20450925,Hanewata,날개 와타,ハネワタ,,메인,효과,FALSE,,,0,FALSE
7662,57844634,Nimble Musasabi,재빠른 하늘다람쥐,素早いムササビ,,메인,효과,FALSE,전용,재빠른,0,FALSE
7663,83239739,Oyster Meister,오이스터 마이스터,オイスターマイスター,,메인,효과,FALSE,,,0,FALSE
7664,19327348,Dharc the Dark Charmer,암령사 달크,闇霊使いダルク,,메인,효과,FALSE,전용,령사,0,TRUE
7666,82116191,Gigantic Cephalotus,기간트 세팔로투스,ギガント・セファロタス,,메인,효과,FALSE,,,0,FALSE
7667,19505896,Nettles,위드,ウィード,,메인,효과,FALSE,,,0,FALSE
7668,45500495,Queen of Thorns,헬 브랜블,ヘル・ブランブル,,엑스트라,싱크로,FALSE,전용,없음,0,FALSE
7669,82994509,Horseytail,쇠뜨기,ツクシー,,메인,효과,FALSE,,,0,FALSE
7670,18489208,Cursed Fig,커스드 피그,カースド・フィグ,,메인,효과,FALSE,,,0,FALSE
7671,44887817,Miracle Fertilizer,증초제,増草剤,,메인,마법,FALSE,,,0,FALSE
7672,71272951,Overworked,오버스펙,オーバースペック,,메인,함정,FALSE,,,0,FALSE
7673,17266660,Herald of Orange Light,버밀리온 디클레어러,朱光の宣告者,제한,메인,효과,FALSE,준범용,디클레어러,1394,TRUE
7674,44665365,Herald of Perfection,퍼펙트 디클레어러,神光の宣告者,,메인,의식,FALSE,전용,디클레어러,63,TRUE
7675,70050374,Twin-Barrel Dragon,트윈배럴 드래곤,ツインバレル・ドラゴン,,메인,효과,FALSE,,,0,FALSE
7676,6544078,Izanagi,이자나기,伊弉凪,,메인,효과,FALSE,,,0,FALSE
7677,43543777,Izanami,이자나미,伊弉波,,메인,효과,FALSE,,,0,FALSE
7678,75937826,B.E.S. Big Core MK-2,거대전함 빅코어 MK－Ⅱ,巨大戦艦 ビッグ・コアMk－Ⅱ,,메인,효과,FALSE,전용,거대전함,0,FALSE
7679,2322421,Road Warrior,로드 워리어,ロード・ウォリアー,,엑스트라,싱크로,FALSE,전용,범용,0,TRUE
7680,48716139,Sword of Kusanagi,신기 － 검,草薙剣,,메인,마법,FALSE,,,0,FALSE
7681,74115234,Orb of Yasaka,신기 － 구슬,八尺勾玉,,메인,마법,FALSE,,,0,FALSE
7682,1200843,Mirror of Yata,신기 － 거울,八汰鏡,,메인,마법,FALSE,,,0,FALSE
7683,37694547,Geartown,기어 타운,歯車街,,메인,마법,FALSE,전용,앤틱기어,0,TRUE
7684,74093656,Tune Warrior,튠 워리어,チューン・ウォリアー,,메인,일반,FALSE,,,0,FALSE
7685,487395,Water Spirit,워터 스피릿,ウォーター・スピリット,,메인,일반,FALSE,,,0,TRUE
7686,36472900,Sonic Chick,로드 러너,ロードランナー,,메인,효과,FALSE,,,0,FALSE
7687,63977008,Junk Synchron,정크 싱크론,ジャンク・シンクロン,,메인,효과,FALSE,전용,정크,8,TRUE
7688,9365703,Speed Warrior,스피드 워리어,スピード・ウォリアー,,메인,효과,FALSE,,,0,FALSE
7689,36750412,Magna Drago,마그나 드라고,炎龍,,메인,효과,FALSE,,,0,FALSE
7690,62154416,Frequency Magician,매지컬 피시어리스트,マジカルフィシアリスト,,메인,효과,FALSE,,,0,FALSE
7691,98143165,Synchro Boost,싱크로 히어로,シンクロ・ヒーロー,,메인,마법,FALSE,,,0,FALSE
7692,35537860,Synchro Blast Wave,정신동조파,精神同調波,,메인,마법,FALSE,,,0,FALSE
7693,61032879,Synchronized Realm,커먼멘탈 월드,コモンメンタルワールド,,메인,마법,FALSE,,,0,FALSE
7694,98427577,Scrap-Iron Scarecrow,고철의 허수아비,くず鉄のかかし,,메인,함정,FALSE,,,0,FALSE
7695,34815282,Miniaturize,미니어처 라이즈,ミニチュアライズ,,메인,함정,FALSE,,,0,FALSE
7696,60800381,Junk Warrior,정크 워리어,ジャンク・ウォリアー,,엑스트라,싱크로,FALSE,전용,정크,0,TRUE
7697,97204936,"Gaia Knight, the Force of Earth",대지의 기사 가이아 나이트,大地の騎士ガイアナイト,,엑스트라,싱크로,FALSE,전용,없음,0,TRUE
7698,23693634,Colossal Fighter,기간테크 파이터,ギガンテック・ファイター,,엑스트라,싱크로,FALSE,전용,없음,9,TRUE
7699,60187739,Turbo Booster,원샷 부스터,ワンショット・ブースター,,메인,효과,FALSE,범용,범용,15,TRUE
7700,96182448,Nitro Synchron,니트로 싱크론,ニトロ・シンクロン,,메인,효과,FALSE,,싱크론,0,FALSE
7701,23571046,Quillbolt Hedgehog,볼트 고슴도치,ボルト・ヘッジホッグ,,메인,효과,FALSE,,,2,TRUE
7702,59965151,Ghost Gardna,데드 가드너,デッド・ガードナー,,메인,효과,FALSE,,,0,FALSE
7703,95360850,Shield Warrior,실드 워리어,シールド・ウォリアー,,메인,효과,FALSE,,,0,FALSE
7704,22754505,Small Piece Golem,스몰 피스 골렘,スモール・ピース・ゴーレム,,메인,효과,FALSE,,,0,FALSE
7705,58843503,Medium Piece Golem,미드 피스 골렘,ミッド・ピース・ゴーレム,,메인,효과,FALSE,,,0,FALSE
7706,25247218,Big Piece Golem,빅 피스 골렘,ビッグ・ピース・ゴーレム,,메인,효과,FALSE,,,0,FALSE
7707,61632317,Sinister Sprocket,다크 스프로켓터,ダーク・スプロケッター,,메인,효과,FALSE,전용,다크,0,FALSE
7708,97021916,Dark Resonator,다크 레조네이터,ダーク・リゾネーター,,메인,효과,FALSE,전용,레조네이터,0,TRUE
7709,24025620,Twin-Shield Defender,더블 프로텍터,ダブル・プロテクター,,메인,효과,FALSE,,,0,FALSE
7710,60410769,Jutte Fighter,주테 나이트,ジュッテ・ナイト,,메인,효과,FALSE,,,0,FALSE
7711,97904474,Handcuffs Dragon,수갑 드래곤,手錠龍,,메인,효과,FALSE,,,0,FALSE
7712,23303072,Montage Dragon,몽타주 드래곤,モンタージュ・ドラゴン,,메인,효과,FALSE,,,0,FALSE
7713,59797187,Gonogo,고로고루,ゴロゴル,,메인,효과,FALSE,,,0,FALSE
7714,96782886,Mind Master,멘탈마스터,メンタルマスター,금지,메인,효과,FALSE,준범용,,0,FALSE
7715,22171591,Doctor Cranium,커버리스트,カバリスト,,메인,효과,FALSE,,,0,FALSE
7716,59575539,Krebons,크레본스,クレボンス,,메인,효과,FALSE,,,0,FALSE
7717,85060248,Mind Protector,멘탈프로텍터,メンタルプロテクター,,메인,효과,FALSE,,,0,FALSE
7718,21454943,Psychic Commander,사이코 커맨더,サイコ・コマンダー,,메인,효과,FALSE,,,0,FALSE
7719,58453942,Psychic Snail,사이코 워르도,サイコ・ウォールド,,메인,효과,FALSE,,,0,FALSE
7720,84847656,Telekinetic Shocker,테레키 어택커,テレキアタッカー,,메인,효과,FALSE,,,0,FALSE
7721,11232355,Destructotron,디스트럭터,ディストラクター,,메인,효과,FALSE,,,0,FALSE
7722,57731460,Gladiator Beast Equeste,검투수 에퀴테,剣闘獣エクイテ,,메인,효과,FALSE,전용,검투수,0,TRUE
7723,83725008,"Jenis, Lightsworn Mender",라이트로드 프리스트 제니스,ライトロード・プリースト ジェニス,,메인,효과,FALSE,전용,라이트로드,0,TRUE
7724,10110717,Mecha Bunny,메카토끼,メカウサー,,메인,효과,FALSE,,,0,FALSE
7725,56514812,Kunoichi,쿠노이치 워리어,くノ一ウォリアー,,메인,효과,FALSE,,,0,FALSE
7726,83903521,Beast of the Pharaoh,파라오의 화신,ファラオの化身,,메인,효과,FALSE,,,0,FALSE
7727,19357125,Dark Hunter,다크 어쌔신,ダーク・アサシン,,메인,효과,FALSE,전용,다크,0,FALSE
7728,45452224,Kinka-byo,금화고양이,金華猫,,메인,효과,FALSE,,,0,TRUE
7729,82841979,Yamato-no-Kami,야마토신,大和神,,메인,효과,FALSE,,,0,FALSE
7730,18235577,Silent Strider,조용한 소금쟁이,寂々虫,,메인,효과,FALSE,,,0,FALSE
7731,45620686,Noisy Gnat,시끄러운 매미,騒々虫,,메인,효과,FALSE,,,0,FALSE
7732,71628381,Multiple Piece Golem,멀티 피스 골렘,マルチ・ピース・ゴーレム,,엑스트라,융합,FALSE,기타,융합,0,TRUE
7733,18013090,Nitro Warrior,니트로 워리어,ニトロ・ウォリアー,,엑스트라,싱크로,FALSE,전용,니트로,0,FALSE
7734,44508094,Stardust Dragon,스타더스트 드래곤,スターダスト・ドラゴン,,엑스트라,싱크로,FALSE,범용,스타더스트,37,TRUE
7734,44508095,Stardust Dragon,스타더스트 드래곤,スターダスト・ドラゴン,,엑스트라,싱크로,FALSE,범용,스타더스트,37,TRUE
7735,70902743,Red Dragon Archfiend,레드 데몬즈 드래곤,レッド・デーモンズ・ドラゴン,,엑스트라,싱크로,FALSE,범용,레드 데몬,0,TRUE
7736,7391448,Goyo Guardian,고요우 가디언,ゴヨウ・ガーディアン,,엑스트라,싱크로,FALSE,전용,고요우,1,TRUE
7737,43385557,Magical Android,매지컬 안드로이드,マジカル・アンドロイド,,엑스트라,싱크로,FALSE,전용,없음,0,FALSE
7738,70780151,Thought Ruler Archfiend,멘탈스피어 데몬,メンタルスフィア・デーモン,,엑스트라,싱크로,FALSE,전용,없음,0,FALSE
7739,6178850,Fighting Spirit,파이팅 스피릿,ファイティング・スピリッツ,,메인,마법,FALSE,,,0,FALSE
7740,32663969,Domino Effect,도미노,ドミノ,,메인,마법,FALSE,,,0,FALSE
7741,79068663,Junk Barrage,정크 어택,ジャンク・アタック,,메인,마법,FALSE,전용,정크,0,FALSE
7742,5052212,Battle Tuned,이지튜닝,イージーチューニング,,메인,마법,FALSE,,,0,FALSE
7743,32441317,De-Synchro,싱크로 캔슬,シンクロキャンセル,,메인,마법,FALSE,,,0,TRUE
7744,78845026,Lightwave Tuning,라이트닝 튠,ライトニング・チューン,,메인,마법,FALSE,,,0,FALSE
7745,4230620,Psi-Station,사이킥 브레이크,サイキックブレイク,,메인,마법,FALSE,,,0,FALSE
7746,31328739,Psi-Impulse,사이킥 임펄스,サイキック・インパルス,,메인,마법,FALSE,전용,범용,0,TRUE
7747,67723438,Emergency Teleport,긴급텔레포트,緊急テレポート,준제한,메인,마법,FALSE,준범용,범용,573,TRUE
7749,30502181,Lightsworn Sabre,라이트로드 레이피어,ライトロード・レイピア,,메인,마법,FALSE,전용,라이트로드,0,FALSE
7750,62991886,Unstable Evolution,진화하는 인류,進化する人類,,메인,마법,FALSE,,,0,FALSE
7751,99995595,Recycling Batteries,배터리 리사이클,バッテリーリサイクル,,메인,마법,FALSE,,,0,FALSE
7752,35480699,Book of Eclipse,개기일식의 서,皆既日蝕の書,,메인,마법,FALSE,범용,범용,851,TRUE
7753,62878208,Equip Shot,이큅 샷,イクイップ・シュート,,메인,함정,FALSE,,,0,FALSE
7754,98273947,Graceful Revival,엔젤 리프트,エンジェル・リフト,,메인,함정,FALSE,,,0,FALSE
7755,24268052,Defense Draw,가드 블록,ガード・ブロック,,메인,함정,FALSE,,,0,FALSE
7756,61656650,Remote Revenge,비극의 방아쇠,悲劇の引き金,,메인,함정,FALSE,,,0,FALSE
7757,97151365,Spacegate,스타게이트,スターゲート,,메인,함정,FALSE,,,0,FALSE
7758,24545464,Synchro Deflector,싱크론 리플렉트,シンクロン・リフレクト,,메인,함정,FALSE,,싱크론,0,FALSE
7759,60930169,Broken Blocker,브로큰 블록커,ブロークン・ブロッカー,,메인,함정,FALSE,,,0,FALSE
7760,96938777,Machine Lord Ür,신기왕 우르,神機王ウル,,메인,효과,FALSE,,,0,FALSE
7761,23323812,Telepathic Power,염도력,念導力,,메인,함정,FALSE,,,0,FALSE
7762,59718521,Mind Over Matter,브로닝 파워,ブローニング・パワー,,메인,함정,FALSE,,범용,1,TRUE
7763,96216229,Gladiator Beast War Chariot,검투수의 전차,剣闘獣の戦車,,메인,함정,FALSE,전용,검투수,0,TRUE
7764,22201234,Lightsworn Barrier,라이트로드 베리어,ライトロード・バリア,,메인,함정,FALSE,전용,라이트로드,0,TRUE
7765,59695933,Intercept,인터셉트,インターセプト,,메인,함정,FALSE,,,0,FALSE
7766,85080048,Judgment of Thunder,번개의 심판,雷の裁き,,메인,함정,FALSE,,,0,FALSE
7767,21488686,Psychic Rejuvenation,사이코 힐링,サイコ・ヒーリング,,메인,함정,FALSE,,,0,FALSE
7768,58873391,Fish Depth Charge,피셔 차지,フィッシャーチャージ,,메인,함정,FALSE,,,0,FALSE
